station,aos,los,duration,angle
Troll,06/17/2024 15:47:01,06/17/2024 15:47:08,6.694,10
Svalbard,06/17/2024 16:42:47,06/17/2024 16:44:21,94.772,20
Svalbard,06/17/2024 18:21:28,06/17/2024 18:22:38,70.175,0
Punta Arenas,06/17/2024 20:38:04,06/17/2024 20:39:13,69.783,20
Svalbard,06/18/2024 02:30:55,06/18/2024 02:31:44,49.701,0
Svalbard,06/18/2024 02:31:24,06/18/2024 02:32:04,40.56,-10
Svalbard,06/18/2024 04:09:23,06/18/2024 04:11:16,113.041,20
Fairbanks,06/18/2024 04:19:39,06/18/2024 04:20:57,78.131,-10
Troll,06/18/2024 06:45:47,06/18/2024 06:47:56,128.959,-10
Troll,06/18/2024 06:45:48,06/18/2024 06:47:53,124.352,-20
Troll,06/18/2024 06:45:54,06/18/2024 06:47:50,115.89,0
Troll,06/18/2024 08:23:28,06/18/2024 08:26:00,151.57,20
Troll,06/18/2024 08:24:06,06/18/2024 08:25:21,75.326,10
Punta Arenas,06/18/2024 11:47:49,06/18/2024 11:49:38,109.147,20
Troll,06/18/2024 13:15:27,06/18/2024 13:16:38,71.568,20
Fairbanks,06/18/2024 14:00:26,06/18/2024 14:00:47,20.738,-20
Troll,06/18/2024 14:52:13,06/18/2024 14:54:43,150.053,20
Troll,06/18/2024 14:52:27,06/18/2024 14:54:31,123.651,10
Troll,06/18/2024 14:52:54,06/18/2024 14:54:05,70.375,0
Troll,06/18/2024 16:31:17,06/18/2024 16:32:53,96.531,-20
Svalbard,06/18/2024 17:28:36,06/18/2024 17:29:41,65.686,10
Svalbard,06/18/2024 19:07:02,06/18/2024 19:08:03,60.322,-20
Punta Arenas,06/18/2024 21:22:43,06/18/2024 21:24:36,112.466,0
Punta Arenas,06/18/2024 21:22:45,06/18/2024 21:24:43,118.063,10
Punta Arenas,06/18/2024 21:23:03,06/18/2024 21:24:18,74.433,-10
Punta Arenas,06/18/2024 21:23:54,06/18/2024 21:24:41,47.097,20
Svalbard,06/19/2024 01:38:06,06/19/2024 01:39:10,64.785,-20
Svalbard,06/19/2024 03:16:20,06/19/2024 03:17:59,98.601,10
Fairbanks,06/19/2024 03:26:19,06/19/2024 03:28:10,110.721,20
Troll,06/19/2024 07:31:00,06/19/2024 07:33:13,133.417,20
Troll,06/19/2024 07:31:01,06/19/2024 07:33:11,129.909,10
Troll,06/19/2024 07:31:11,06/19/2024 07:32:59,108.155,0
Troll,06/19/2024 07:31:35,06/19/2024 07:32:35,60.234,-10
Troll,06/19/2024 09:08:44,06/19/2024 09:10:35,110.811,20
Punta Arenas,06/19/2024 10:55:04,06/19/2024 10:57:04,120.48,-10
Punta Arenas,06/19/2024 10:55:05,06/19/2024 10:57:06,121.032,0
Punta Arenas,06/19/2024 10:55:12,06/19/2024 10:56:54,102.05,-20
Troll,06/19/2024 13:59:45,06/19/2024 14:02:05,139.904,20
Fairbanks,06/19/2024 14:45:48,06/19/2024 14:47:11,83.96,10
Fairbanks,06/19/2024 14:46:23,06/19/2024 14:47:03,40.429,0
Troll,06/19/2024 15:37:37,06/19/2024 15:39:41,123.693,0
Troll,06/19/2024 15:37:43,06/19/2024 15:39:36,112.851,-10
Troll,06/19/2024 15:37:59,06/19/2024 15:39:21,81.236,-20
Troll,06/19/2024 15:38:26,06/19/2024 15:39:37,71.07,10
Svalbard,06/19/2024 16:35:18,06/19/2024 16:36:32,74.014,20
Svalbard,06/19/2024 18:13:57,06/19/2024 18:15:15,78.061,0
Svalbard,06/20/2024 02:23:15,06/20/2024 02:23:37,21.788,0
Svalbard,06/20/2024 02:23:37,06/20/2024 02:24:39,61.706,-10
Svalbard,06/20/2024 04:01:39,06/20/2024 04:03:43,124.061,20
Fairbanks,06/20/2024 04:12:25,06/20/2024 04:13:00,35.526,-10
Troll,06/20/2024 06:38:07,06/20/2024 06:40:22,134.618,-20
Troll,06/20/2024 06:38:10,06/20/2024 06:40:21,130.363,-10
Troll,06/20/2024 08:15:54,06/20/2024 08:18:28,153.32,20
Troll,06/20/2024 08:16:25,06/20/2024 08:17:56,91.949,10
Punta Arenas,06/20/2024 11:40:04,06/20/2024 11:42:20,135.736,20
Troll,06/20/2024 13:08:07,06/20/2024 13:08:55,48.187,20
Troll,06/20/2024 14:44:39,06/20/2024 14:47:11,152.811,20
Troll,06/20/2024 14:44:57,06/20/2024 14:46:54,117.33,10
Troll,06/20/2024 14:45:35,06/20/2024 14:46:17,42.141,0
Troll,06/20/2024 16:22:44,06/20/2024 16:25:15,151.3,-20
Troll,06/20/2024 16:24:49,06/20/2024 16:25:01,12.041,-10
Svalbard,06/20/2024 17:21:12,06/20/2024 17:21:49,36.52,10
Svalbard,06/20/2024 18:59:10,06/20/2024 18:59:19,9.144,-10
Svalbard,06/20/2024 18:59:37,06/20/2024 19:00:17,39.914,-20
Punta Arenas,06/20/2024 21:15:01,06/20/2024 21:17:08,127.184,10
Punta Arenas,06/20/2024 21:15:20,06/20/2024 21:17:15,115.025,20
Punta Arenas,06/20/2024 21:15:21,06/20/2024 21:16:51,89.299,0
Svalbard,06/21/2024 01:30:26,06/21/2024 01:31:03,37.052,-20
Svalbard,06/21/2024 03:08:38,06/21/2024 03:10:01,82.769,10
Fairbanks,06/21/2024 03:18:59,06/21/2024 03:20:13,73.771,20
Troll,06/21/2024 07:23:27,06/21/2024 07:25:36,128.504,10
Troll,06/21/2024 07:23:33,06/21/2024 07:25:29,115.339,0
Troll,06/21/2024 07:23:34,06/21/2024 07:25:34,120.144,20
Troll,06/21/2024 07:23:50,06/21/2024 07:25:12,81.83,-10
Troll,06/21/2024 09:01:08,06/21/2024 09:03:08,120.839,20
Punta Arenas,06/21/2024 10:47:24,06/21/2024 10:49:32,128.409,-20
Punta Arenas,06/21/2024 10:47:25,06/21/2024 10:49:33,128.346,-10
Punta Arenas,06/21/2024 10:47:35,06/21/2024 10:48:34,58.504,0
Troll,06/21/2024 13:52:17,06/21/2024 13:54:30,132.978,20
Fairbanks,06/21/2024 14:38:06,06/21/2024 14:38:44,37.707,10
Fairbanks,06/21/2024 14:38:26,06/21/2024 14:39:47,81.419,0
Troll,06/21/2024 15:30:03,06/21/2024 15:32:05,121.822,0
Troll,06/21/2024 15:30:14,06/21/2024 15:31:56,102.187,-10
Troll,06/21/2024 15:30:19,06/21/2024 15:32:06,106.543,10
Troll,06/21/2024 15:30:38,06/21/2024 15:31:33,55.167,-20
Svalbard,06/21/2024 16:27:56,06/21/2024 16:28:35,39.26,20
Svalbard,06/21/2024 18:06:28,06/21/2024 18:07:31,62.943,0
Punta Arenas,06/21/2024 22:02:08,06/21/2024 22:02:39,30.438,-20
Svalbard,06/22/2024 02:15:54,06/22/2024 02:17:10,75.926,-10
Svalbard,06/22/2024 03:53:56,06/22/2024 03:55:53,116.425,20
Fairbanks,06/22/2024 04:04:28,06/22/2024 04:05:43,75.71,0
Troll,06/22/2024 06:30:27,06/22/2024 06:32:50,142.786,-20
Troll,06/22/2024 06:30:35,06/22/2024 06:32:44,129.273,-10
Troll,06/22/2024 08:08:21,06/22/2024 08:10:55,153.742,20
Troll,06/22/2024 08:08:45,06/22/2024 08:10:30,104.359,10
Punta Arenas,06/22/2024 11:32:25,06/22/2024 11:34:54,148.68,20
Punta Arenas,06/22/2024 11:33:04,06/22/2024 11:34:12,67.887,10
Troll,06/22/2024 14:37:05,06/22/2024 14:39:39,154.086,20
Troll,06/22/2024 14:37:28,06/22/2024 14:39:17,108.662,10
Fairbanks,06/22/2024 15:23:55,06/22/2024 15:25:17,82.377,20
Troll,06/22/2024 16:15:10,06/22/2024 16:17:36,145.721,-20
Troll,06/22/2024 16:16:34,06/22/2024 16:17:27,52.728,-10
Svalbard,06/22/2024 17:12:43,06/22/2024 17:14:03,80.549,20
Svalbard,06/22/2024 18:51:38,06/22/2024 18:52:26,47.44,-10
Punta Arenas,06/22/2024 21:07:14,06/22/2024 21:09:46,152.144,20
Punta Arenas,06/22/2024 21:07:34,06/22/2024 21:09:29,114.586,10
Punta Arenas,06/22/2024 21:08:17,06/22/2024 21:08:48,30.698,0
Svalbard,06/23/2024 01:22:47,06/23/2024 01:23:09,21.529,-20
Svalbard,06/23/2024 03:00:58,06/23/2024 03:01:59,61.432,10
Svalbard,06/23/2024 03:01:33,06/23/2024 03:02:16,42.947,0
Troll,06/23/2024 07:15:55,06/23/2024 07:18:00,125.064,10
Troll,06/23/2024 07:15:56,06/23/2024 07:17:57,120.105,0
Troll,06/23/2024 07:16:07,06/23/2024 07:17:45,97.171,-10
Troll,06/23/2024 07:16:35,06/23/2024 07:17:16,41.33,-20
Troll,06/23/2024 07:16:40,06/23/2024 07:17:46,66.077,20
Troll,06/23/2024 08:53:32,06/23/2024 08:55:41,129.358,20
Punta Arenas,06/23/2024 10:39:40,06/23/2024 10:42:05,144.794,-20
Punta Arenas,06/23/2024 10:39:51,06/23/2024 10:41:57,125.854,-10
Troll,06/23/2024 13:44:49,06/23/2024 13:46:54,124.637,20
Fairbanks,06/23/2024 14:30:40,06/23/2024 14:31:47,66.893,0
Fairbanks,06/23/2024 14:31:05,06/23/2024 14:31:55,49.192,-10
Troll,06/23/2024 15:22:25,06/23/2024 15:24:33,127.891,10
Troll,06/23/2024 15:22:31,06/23/2024 15:24:29,117.704,0
Troll,06/23/2024 15:22:46,06/23/2024 15:24:14,88.212,-10
Troll,06/23/2024 15:23:31,06/23/2024 15:24:29,57.994,20
Svalbard,06/23/2024 17:59:02,06/23/2024 17:59:42,39.154,0
Punta Arenas,06/23/2024 21:53:36,06/23/2024 21:55:00,84.32,-20
Svalbard,06/24/2024 02:08:12,06/24/2024 02:09:22,69.432,-10
Svalbard,06/24/2024 03:46:15,06/24/2024 03:47:58,102.965,20
Fairbanks,06/24/2024 03:57:19,06/24/2024 03:57:40,21.2,0
Troll,06/24/2024 06:22:48,06/24/2024 06:25:16,148.888,-20
Troll,06/24/2024 06:23:51,06/24/2024 06:25:06,74.284,-10
Troll,06/24/2024 08:00:49,06/24/2024 08:03:21,152.795,20
Troll,06/24/2024 08:01:08,06/24/2024 08:03:01,113.772,10
Troll,06/24/2024 08:01:53,06/24/2024 08:02:15,21.375,0
Troll,06/24/2024 09:39:12,06/24/2024 09:39:44,32.31,20
Punta Arenas,06/24/2024 11:24:51,06/24/2024 11:27:23,151.726,20
Punta Arenas,06/24/2024 11:25:12,06/24/2024 11:26:58,105.974,10
Troll,06/24/2024 14:29:32,06/24/2024 14:32:06,153.938,20
Troll,06/24/2024 14:30:01,06/24/2024 14:31:38,97.2,10
Fairbanks,06/24/2024 15:16:00,06/24/2024 15:17:55,115.38,20
Troll,06/24/2024 16:07:38,06/24/2024 16:09:56,138.097,-20
Troll,06/24/2024 16:08:14,06/24/2024 16:09:51,96.939,-10
Svalbard,06/24/2024 17:05:08,06/24/2024 17:06:54,106.863,20
Svalbard,06/24/2024 18:44:08,06/24/2024 18:45:22,74.418,-10
Punta Arenas,06/24/2024 20:59:41,06/24/2024 21:02:13,151.989,20
Punta Arenas,06/24/2024 21:00:16,06/24/2024 21:01:42,85.773,10
Svalbard,06/25/2024 01:15:09,06/25/2024 01:15:18,9.648,-20
Svalbard,06/25/2024 02:53:18,06/25/2024 02:53:51,32.957,10
Svalbard,06/25/2024 02:53:45,06/25/2024 02:54:50,65.283,0
Svalbard,06/25/2024 04:32:38,06/25/2024 04:33:23,44.566,20
Troll,06/25/2024 07:08:20,06/25/2024 07:10:23,122.605,0
Troll,06/25/2024 07:08:23,06/25/2024 07:10:22,119.418,10
Troll,06/25/2024 07:08:27,06/25/2024 07:10:16,108.761,-10
Troll,06/25/2024 07:08:45,06/25/2024 07:09:57,72.69,-20
Troll,06/25/2024 08:45:56,06/25/2024 08:48:13,136.498,20
Punta Arenas,06/25/2024 10:32:00,06/25/2024 10:34:32,152.352,-20
Troll,06/25/2024 13:37:23,06/25/2024 13:39:17,114.751,20
Fairbanks,06/25/2024 14:22:58,06/25/2024 14:23:17,18.498,0
Fairbanks,06/25/2024 14:23:12,06/25/2024 14:24:36,83.945,-10
Troll,06/25/2024 15:14:50,06/25/2024 15:17:00,129.833,10
Troll,06/25/2024 15:15:00,06/25/2024 15:16:51,111.235,0
Troll,06/25/2024 15:15:21,06/25/2024 15:16:30,69.228,-10
Troll,06/25/2024 15:15:24,06/25/2024 15:16:59,95.487,20
Svalbard,06/25/2024 17:50:51,06/25/2024 17:51:54,62.631,10
Svalbard,06/25/2024 19:29:14,06/25/2024 19:29:29,15.188,-20
Punta Arenas,06/25/2024 21:45:02,06/25/2024 21:47:18,135.449,-20
Punta Arenas,06/25/2024 21:46:16,06/25/2024 21:47:14,57.505,-10
Svalbard,06/26/2024 02:00:32,06/26/2024 02:01:15,42.413,-10
Svalbard,06/26/2024 02:00:58,06/26/2024 02:01:41,43.663,-20
Svalbard,06/26/2024 03:38:34,06/26/2024 03:40:01,86.764,20
Svalbard,06/26/2024 03:39:25,06/26/2024 03:40:07,41.871,10
Fairbanks,06/26/2024 03:49:06,06/26/2024 03:50:37,91.392,10
Troll,06/26/2024 06:15:09,06/26/2024 06:17:42,152.858,-20
Troll,06/26/2024 07:53:17,06/26/2024 07:55:47,150.421,20
Troll,06/26/2024 07:53:31,06/26/2024 07:55:31,120.742,10
Troll,06/26/2024 07:54:00,06/26/2024 07:55:01,60.931,0
Troll,06/26/2024 09:31:26,06/26/2024 09:32:27,61.144,20
Punta Arenas,06/26/2024 11:17:21,06/26/2024 11:19:47,146.203,20
Punta Arenas,06/26/2024 11:17:31,06/26/2024 11:19:12,101.203,10
Punta Arenas,06/26/2024 11:17:53,06/26/2024 11:18:57,63.966,0
Troll,06/26/2024 14:22:00,06/26/2024 14:24:32,152.407,20
Troll,06/26/2024 14:22:36,06/26/2024 14:23:58,81.999,10
Fairbanks,06/26/2024 15:08:13,06/26/2024 15:10:19,126.542,20
Troll,06/26/2024 16:00:05,06/26/2024 16:02:15,129.891,-10
Troll,06/26/2024 16:00:07,06/26/2024 16:02:15,128.423,-20
Troll,06/26/2024 16:01:40,06/26/2024 16:02:06,26.182,0
Svalbard,06/26/2024 16:57:33,06/26/2024 16:59:37,124.14,20
Svalbard,06/26/2024 18:36:39,06/26/2024 18:37:39,59.722,-10
Punta Arenas,06/26/2024 20:52:14,06/26/2024 20:54:37,142.512,20
Svalbard,06/27/2024 02:46:01,06/27/2024 02:47:21,79.944,0
Svalbard,06/27/2024 04:24:43,06/27/2024 04:26:00,77.396,20
Fairbanks,06/27/2024 04:34:26,06/27/2024 04:34:26,0.489,-20
Troll,06/27/2024 07:00:45,06/27/2024 07:02:48,122.85,0
Troll,06/27/2024 07:00:47,06/27/2024 07:02:45,117.516,-10
Troll,06/27/2024 07:00:59,06/27/2024 07:02:32,93.277,-20
Troll,06/27/2024 07:01:10,06/27/2024 07:02:43,92.414,10
Troll,06/27/2024 08:38:21,06/27/2024 08:40:43,142.324,20
Punta Arenas,06/27/2024 10:24:25,06/27/2024 10:24:41,15.767,-20
Troll,06/27/2024 13:29:57,06/27/2024 13:31:40,103.059,20
Fairbanks,06/27/2024 14:15:27,06/27/2024 14:16:12,44.974,-10
Fairbanks,06/27/2024 14:15:45,06/27/2024 14:16:52,66.707,-20
Troll,06/27/2024 15:07:16,06/27/2024 15:09:26,129.783,10
Troll,06/27/2024 15:07:27,06/27/2024 15:09:29,122.264,20
Troll,06/27/2024 15:07:30,06/27/2024 15:09:12,102.119,0
Troll,06/27/2024 15:08:02,06/27/2024 15:08:41,38.802,-10
Troll,06/27/2024 16:47:32,06/27/2024 16:47:52,19.911,-20
Svalbard,06/27/2024 17:43:18,06/27/2024 17:44:53,95.083,10
Svalbard,06/27/2024 19:21:43,06/27/2024 19:22:24,40.587,-20
Punta Arenas,06/27/2024 21:37:31,06/27/2024 21:39:36,124.811,-10
Punta Arenas,06/27/2024 21:37:39,06/27/2024 21:39:31,112.402,-20
Punta Arenas,06/27/2024 21:38:49,06/27/2024 21:39:32,43.622,0
Svalbard,06/28/2024 01:52:53,06/28/2024 01:53:15,22.415,-10
Svalbard,06/28/2024 01:53:13,06/28/2024 01:54:15,62.848,-20
Svalbard,06/28/2024 03:30:55,06/28/2024 03:32:00,65.329,20
Svalbard,06/28/2024 03:31:33,06/28/2024 03:32:42,68.896,10
Fairbanks,06/28/2024 03:41:48,06/28/2024 03:42:41,52.583,10
Troll,06/28/2024 06:07:31,06/28/2024 06:10:06,154.559,-20
Troll,06/28/2024 07:45:45,06/28/2024 07:48:11,146.55,20
Troll,06/28/2024 07:45:55,06/28/2024 07:48:00,125.544,10
Troll,06/28/2024 07:46:16,06/28/2024 07:47:38,81.368,0
Troll,06/28/2024 09:23:46,06/28/2024 09:25:06,80.022,20
Punta Arenas,06/28/2024 11:09:54,06/28/2024 11:11:54,119.739,20
Punta Arenas,06/28/2024 11:09:55,06/28/2024 11:11:46,111.459,10
Punta Arenas,06/28/2024 11:10:05,06/28/2024 11:11:46,101.59,0
Punta Arenas,06/28/2024 11:10:29,06/28/2024 11:11:25,55.912,-10
Troll,06/28/2024 14:14:29,06/28/2024 14:16:58,149.524,20
Troll,06/28/2024 14:15:14,06/28/2024 14:16:15,60.593,10
Fairbanks,06/28/2024 15:00:30,06/28/2024 15:02:12,102.026,20
Fairbanks,06/28/2024 15:01:14,06/28/2024 15:02:09,55.162,10
Troll,06/28/2024 15:52:31,06/28/2024 15:54:38,126.79,-10
Troll,06/28/2024 15:52:37,06/28/2024 15:54:33,116.547,-20
Troll,06/28/2024 15:53:21,06/28/2024 15:54:34,72.208,0
Svalbard,06/28/2024 16:50:00,06/28/2024 16:51:53,113.4,20
Svalbard,06/28/2024 18:28:43,06/28/2024 18:28:52,9.431,0
Svalbard,06/28/2024 18:29:14,06/28/2024 18:29:51,37.25,-10
Punta Arenas,06/28/2024 20:44:53,06/28/2024 20:46:54,121.074,20
Svalbard,06/29/2024 02:38:19,06/29/2024 02:39:38,79.851,0
Svalbard,06/29/2024 04:16:54,06/29/2024 04:18:31,97.763,20
Fairbanks,06/29/2024 04:27:06,06/29/2024 04:28:10,63.795,-20
Troll,06/29/2024 06:53:09,06/29/2024 06:55:13,123.828,-10
Troll,06/29/2024 06:53:11,06/29/2024 06:55:12,120.741,0
Troll,06/29/2024 06:53:16,06/29/2024 06:55:05,109.2,-20
Troll,06/29/2024 08:30:46,06/29/2024 08:33:13,146.869,20
Troll,06/29/2024 08:31:38,06/29/2024 08:32:21,43.335,10
Punta Arenas,06/29/2024 11:55:46,06/29/2024 11:56:09,22.921,20
Troll,06/29/2024 13:22:33,06/29/2024 13:24:02,89.066,20
Fairbanks,06/29/2024 14:07:46,06/29/2024 14:07:51,5.476,-10
Fairbanks,06/29/2024 14:07:55,06/29/2024 14:09:13,77.508,-20
Troll,06/29/2024 14:59:34,06/29/2024 15:01:58,144.511,20
Troll,06/29/2024 14:59:43,06/29/2024 15:01:51,127.768,10
Troll,06/29/2024 15:00:03,06/29/2024 15:01:32,89.731,0
Troll,06/29/2024 16:39:28,06/29/2024 16:40:15,47.825,-20
Svalbard,06/29/2024 17:35:47,06/29/2024 17:37:13,86.524,10
Svalbard,06/29/2024 19:14:13,06/29/2024 19:15:30,76.72,-20
Punta Arenas,06/29/2024 21:30:04,06/29/2024 21:31:54,109.614,-10
Punta Arenas,06/29/2024 21:30:08,06/29/2024 21:31:59,110.819,0
Punta Arenas,06/29/2024 21:30:22,06/29/2024 21:31:38,75.471,-20
Punta Arenas,06/29/2024 21:31:21,06/29/2024 21:31:56,34.381,10
Svalbard,06/30/2024 01:45:15,06/30/2024 01:45:20,5.741,-10
Svalbard,06/30/2024 01:45:30,06/30/2024 01:46:47,76.654,-20
Svalbard,06/30/2024 03:23:16,06/30/2024 03:23:37,21.139,20
Svalbard,06/30/2024 03:23:47,06/30/2024 03:25:13,85.82,10
Fairbanks,06/30/2024 03:33:33,06/30/2024 03:35:15,102.725,20
Troll,06/30/2024 05:59:54,06/30/2024 05:59:56,1.868,-20
Troll,06/30/2024 06:01:20,06/30/2024 06:02:28,67.791,-20
Troll,06/30/2024 07:38:14,06/30/2024 07:40:35,141.104,20
Troll,06/30/2024 07:38:20,06/30/2024 07:40:28,128.335,10
Troll,06/30/2024 07:38:35,06/30/2024 07:40:11,95.635,0
Troll,06/30/2024 09:16:07,06/30/2024 09:17:42,94.865,20
Punta Arenas,06/30/2024 11:02:23,06/30/2024 11:04:26,122.751,10
Punta Arenas,06/30/2024 11:02:24,06/30/2024 11:04:23,118.708,0
Punta Arenas,06/30/2024 11:02:34,06/30/2024 11:04:11,97.169,-10
Punta Arenas,06/30/2024 11:02:59,06/30/2024 11:03:44,45.295,-20
Punta Arenas,06/30/2024 11:03:04,06/30/2024 11:03:36,32.047,20
Troll,06/30/2024 14:06:59,06/30/2024 14:09:24,145.296,20
Troll,06/30/2024 14:08:03,06/30/2024 14:08:21,18.206,10
Fairbanks,06/30/2024 14:52:51,06/30/2024 14:53:56,65.492,20
Fairbanks,06/30/2024 14:53:18,06/30/2024 14:54:50,92.559,10
Troll,06/30/2024 15:44:58,06/30/2024 15:47:00,121.408,-10
Troll,06/30/2024 15:45:09,06/30/2024 15:46:51,102.055,-20
Troll,06/30/2024 15:45:10,06/30/2024 15:47:00,109.814,0
Svalbard,06/30/2024 16:42:28,06/30/2024 16:44:08,99.427,20
Svalbard,06/30/2024 18:21:10,06/30/2024 18:22:10,59.33,0
Punta Arenas,06/30/2024 20:37:43,06/30/2024 20:39:02,78.453,20
Svalbard,07/01/2024 02:30:38,07/01/2024 02:31:36,57.622,0
Svalbard,07/01/2024 02:31:09,07/01/2024 02:31:46,37.147,-10
Svalbard,07/01/2024 04:09:07,07/01/2024 04:11:00,112.636,20
Fairbanks,07/01/2024 04:19:21,07/01/2024 04:20:43,82.7,-10
Troll,07/01/2024 06:45:31,07/01/2024 06:47:39,127.838,-10
Troll,07/01/2024 06:45:34,07/01/2024 06:47:36,122.099,-20
Troll,07/01/2024 06:45:38,07/01/2024 06:47:34,116.045,0
Troll,07/01/2024 08:23:12,07/01/2024 08:25:42,150.14,20
Troll,07/01/2024 08:23:51,07/01/2024 08:25:02,70.711,10
Punta Arenas,07/01/2024 11:47:36,07/01/2024 11:49:17,101.375,20
Troll,07/01/2024 13:15:10,07/01/2024 13:16:22,71.729,20
Fairbanks,07/01/2024 14:00:10,07/01/2024 14:00:42,31.435,-20
Troll,07/01/2024 14:51:58,07/01/2024 14:54:27,148.961,20
Troll,07/01/2024 14:52:11,07/01/2024 14:54:15,123.749,10
Troll,07/01/2024 14:52:37,07/01/2024 14:53:50,72.643,0
Troll,07/01/2024 16:31:18,07/01/2024 16:32:38,79.613,-20
Svalbard,07/01/2024 17:28:17,07/01/2024 17:29:28,70.371,10
Svalbard,07/01/2024 19:06:45,07/01/2024 19:07:48,63.081,-20
Punta Arenas,07/01/2024 21:22:27,07/01/2024 21:24:21,114.285,0
Punta Arenas,07/01/2024 21:22:43,07/01/2024 21:24:27,103.729,10
Punta Arenas,07/01/2024 21:22:45,07/01/2024 21:24:05,80.397,-10
Punta Arenas,07/01/2024 21:24:11,07/01/2024 21:24:23,12.755,20
Svalbard,07/02/2024 01:37:49,07/02/2024 01:39:09,79.98,-20
Svalbard,07/02/2024 03:16:04,07/02/2024 03:17:42,98.055,10
Fairbanks,07/02/2024 03:26:00,07/02/2024 03:27:56,116.339,20
Troll,07/02/2024 05:54:41,07/02/2024 05:54:49,8.271,-20
Troll,07/02/2024 07:30:43,07/02/2024 07:32:57,133.959,20
Troll,07/02/2024 07:30:45,07/02/2024 07:32:54,129.18,10
Troll,07/02/2024 07:30:56,07/02/2024 07:32:42,106.098,0
Troll,07/02/2024 07:31:21,07/02/2024 07:32:16,55.335,-10
Troll,07/02/2024 09:08:29,07/02/2024 09:10:17,107.194,20
Punta Arenas,07/02/2024 10:54:49,07/02/2024 10:56:49,120.847,0
Punta Arenas,07/02/2024 10:54:49,07/02/2024 10:56:47,117.806,-10
Punta Arenas,07/02/2024 10:54:58,07/02/2024 10:56:35,96.616,-20
Punta Arenas,07/02/2024 10:55:08,07/02/2024 10:56:17,69.396,10
Troll,07/02/2024 13:59:29,07/02/2024 14:01:49,139.721,20
Fairbanks,07/02/2024 14:45:31,07/02/2024 14:47:04,93.004,10
Fairbanks,07/02/2024 14:46:11,07/02/2024 14:46:41,29.961,0
Troll,07/02/2024 15:37:22,07/02/2024 15:39:25,123.237,0
Troll,07/02/2024 15:37:27,07/02/2024 15:39:21,113.688,-10
Troll,07/02/2024 15:37:42,07/02/2024 15:39:06,83.953,-20
Troll,07/02/2024 15:38:23,07/02/2024 15:39:21,57.582,10
Svalbard,07/02/2024 16:34:59,07/02/2024 16:36:19,80.513,20
Svalbard,07/02/2024 18:13:39,07/02/2024 18:15:00,80.808,0
Svalbard,07/03/2024 02:22:59,07/03/2024 02:23:33,34.701,0
Svalbard,07/03/2024 02:23:21,07/03/2024 02:24:21,59.901,-10
Svalbard,07/03/2024 04:01:23,07/03/2024 04:03:27,124.005,20
Fairbanks,07/03/2024 04:12:03,07/03/2024 04:12:49,45.986,-10
Troll,07/03/2024 06:37:52,07/03/2024 06:40:05,132.623,-20
Troll,07/03/2024 06:37:55,07/03/2024 06:40:04,129.533,-10
Troll,07/03/2024 06:39:47,07/03/2024 06:39:54,7.315,0
Troll,07/03/2024 08:15:39,07/03/2024 08:18:11,152.13,20
Troll,07/03/2024 08:16:10,07/03/2024 08:17:38,88.458,10
Punta Arenas,07/03/2024 11:39:49,07/03/2024 11:42:00,131.373,20
Troll,07/03/2024 13:07:51,07/03/2024 13:08:39,47.986,20
Fairbanks,07/03/2024 13:52:29,07/03/2024 13:52:32,3.355,-20
Troll,07/03/2024 14:44:23,07/03/2024 14:46:55,151.838,20
Troll,07/03/2024 14:44:41,07/03/2024 14:46:39,117.614,10
Troll,07/03/2024 14:45:17,07/03/2024 14:46:03,46.28,0
Troll,07/03/2024 16:22:50,07/03/2024 16:25:00,129.983,-20
Troll,07/03/2024 16:24:42,07/03/2024 16:24:44,1.808,-10
Svalbard,07/03/2024 17:20:52,07/03/2024 17:21:37,45.165,10
Svalbard,07/03/2024 18:58:52,07/03/2024 18:59:06,14.047,-10
Svalbard,07/03/2024 18:59:18,07/03/2024 19:00:02,44.075,-20
Punta Arenas,07/03/2024 21:14:45,07/03/2024 21:16:53,127.627,10
Punta Arenas,07/03/2024 21:15:03,07/03/2024 21:16:37,93.414,0
Punta Arenas,07/03/2024 21:15:18,07/03/2024 21:16:58,100.648,20
Svalbard,07/04/2024 01:30:10,07/04/2024 01:30:57,47.826,-20
Svalbard,07/04/2024 03:08:22,07/04/2024 03:09:51,89.386,10
Fairbanks,07/04/2024 03:18:38,07/04/2024 03:20:02,83.849,20
Troll,07/04/2024 07:23:11,07/04/2024 07:25:19,128.081,10
Troll,07/04/2024 07:23:18,07/04/2024 07:25:12,113.68,0
Troll,07/04/2024 07:23:20,07/04/2024 07:25:18,118.617,20
Troll,07/04/2024 07:23:35,07/04/2024 07:24:54,78.463,-10
Troll,07/04/2024 09:00:52,07/04/2024 09:02:50,117.65,20
Punta Arenas,07/04/2024 10:47:09,07/04/2024 10:49:14,124.695,-20
Punta Arenas,07/04/2024 10:47:09,07/04/2024 10:49:16,127.103,-10
Punta Arenas,07/04/2024 10:47:18,07/04/2024 10:49:10,112.153,0
Troll,07/04/2024 13:52:01,07/04/2024 13:54:14,132.773,20
Fairbanks,07/04/2024 14:37:50,07/04/2024 14:38:45,55.663,10
Fairbanks,07/04/2024 14:38:11,07/04/2024 14:39:29,78.118,0
Troll,07/04/2024 15:29:48,07/04/2024 15:31:49,121.638,0
Troll,07/04/2024 15:29:57,07/04/2024 15:31:41,103.388,-10
