station,aos,los,duration,angle
Svalbard,10/07/2023 01:28:13,10/07/2023 01:30:07,114.38,-20
Svalbard,10/07/2023 01:28:19,10/07/2023 01:30:09,109.784,-10
Svalbard,10/07/2023 01:29:59,10/07/2023 01:30:02,2.837,0
Svalbard,10/07/2023 03:06:26,10/07/2023 03:08:18,112.606,10
Svalbard,10/07/2023 03:06:27,10/07/2023 03:08:26,118.821,20
Svalbard,10/07/2023 03:06:30,10/07/2023 03:08:00,89.969,0
Svalbard,10/07/2023 04:45:06,10/07/2023 04:46:42,96.091,20
Fairbanks,10/07/2023 04:54:48,10/07/2023 04:56:46,117.828,0
Fairbanks,10/07/2023 04:54:48,10/07/2023 04:56:39,110.172,10
Fairbanks,10/07/2023 04:54:57,10/07/2023 04:56:40,103.032,-10
Fairbanks,10/07/2023 04:55:16,10/07/2023 04:56:21,65.849,-20
Troll,10/07/2023 07:23:05,10/07/2023 07:23:12,7.474,-20
Troll,10/07/2023 08:59:23,10/07/2023 09:00:59,96.174,20
Troll,10/07/2023 08:59:44,10/07/2023 09:00:29,44.259,10
Punta Arenas,10/07/2023 12:23:52,10/07/2023 12:24:19,27.237,20
Troll,10/07/2023 13:50:39,10/07/2023 13:52:10,90.92,20
Fairbanks,10/07/2023 14:36:14,10/07/2023 14:37:41,87.457,-20
Fairbanks,10/07/2023 14:36:30,10/07/2023 14:37:53,82.234,-10
Fairbanks,10/07/2023 14:36:37,10/07/2023 14:37:55,78.003,0
Troll,10/07/2023 15:28:09,10/07/2023 15:29:40,90.658,0
Svalbard,10/07/2023 18:03:26,10/07/2023 18:05:55,148.786,20
Svalbard,10/07/2023 18:03:58,10/07/2023 18:05:24,85.877,10
Svalbard,10/07/2023 19:42:03,10/07/2023 19:44:02,118.859,0
Svalbard,10/07/2023 19:42:05,10/07/2023 19:43:58,113.29,10
Svalbard,10/07/2023 19:42:08,10/07/2023 19:43:56,108.072,-10
Svalbard,10/07/2023 19:42:24,10/07/2023 19:43:41,77.155,-20
Svalbard,10/07/2023 21:19:47,10/07/2023 21:22:10,142.226,-20
Punta Arenas,10/07/2023 21:58:11,10/07/2023 21:59:00,48.713,-10
Punta Arenas,10/07/2023 21:58:28,10/07/2023 21:59:46,77.896,-20
Svalbard,10/07/2023 22:57:27,10/07/2023 22:59:55,148.054,-20
Svalbard,10/08/2023 00:35:16,10/08/2023 00:37:35,138.987,-20
Svalbard,10/08/2023 00:37:11,10/08/2023 00:37:24,12.922,-10
Svalbard,10/08/2023 02:13:25,10/08/2023 02:15:20,114.931,0
Svalbard,10/08/2023 02:13:26,10/08/2023 02:15:14,107.588,-10
Svalbard,10/08/2023 02:13:42,10/08/2023 02:14:58,75.736,-20
Svalbard,10/08/2023 02:13:56,10/08/2023 02:15:18,82.047,10
Svalbard,10/08/2023 03:51:28,10/08/2023 03:53:57,148.889,20
Svalbard,10/08/2023 03:51:59,10/08/2023 03:53:24,84.385,10
Fairbanks,10/08/2023 04:01:40,10/08/2023 04:03:54,133.581,20
Fairbanks,10/08/2023 05:39:43,10/08/2023 05:40:46,62.103,-20
Troll,10/08/2023 08:06:43,10/08/2023 08:08:19,96.007,0
Troll,10/08/2023 09:44:13,10/08/2023 09:45:50,96.872,20
Punta Arenas,10/08/2023 11:31:10,10/08/2023 11:31:50,40.469,-20
Punta Arenas,10/08/2023 11:31:17,10/08/2023 11:32:19,61.884,-10
Troll,10/08/2023 14:35:05,10/08/2023 14:36:57,111.266,20
Troll,10/08/2023 14:36:07,10/08/2023 14:36:31,24.885,10
Fairbanks,10/08/2023 15:21:04,10/08/2023 15:23:31,147.193,20
Fairbanks,10/08/2023 15:21:30,10/08/2023 15:23:01,90.973,10
Troll,10/08/2023 16:13:15,10/08/2023 16:14:10,54.68,-20
Svalbard,10/08/2023 17:10:40,10/08/2023 17:12:18,97.58,20
Svalbard,10/08/2023 18:48:57,10/08/2023 18:51:15,138.362,20
Svalbard,10/08/2023 18:49:04,10/08/2023 18:51:09,124.524,10
Svalbard,10/08/2023 18:49:22,10/08/2023 18:50:53,90.888,0
Svalbard,10/08/2023 20:27:13,10/08/2023 20:29:18,124.444,-10
Svalbard,10/08/2023 20:27:15,10/08/2023 20:29:17,122.338,-20
Punta Arenas,10/08/2023 21:05:49,10/08/2023 21:07:10,80.76,20
Svalbard,10/08/2023 22:04:50,10/08/2023 22:07:17,147.139,-20
Svalbard,10/08/2023 23:42:31,10/08/2023 23:44:58,147.476,-20
Svalbard,10/09/2023 01:20:29,10/09/2023 01:22:35,126.199,-20
Svalbard,10/09/2023 01:20:30,10/09/2023 01:22:35,125.132,-10
Svalbard,10/09/2023 02:58:32,10/09/2023 03:00:47,134.547,20
Svalbard,10/09/2023 02:58:36,10/09/2023 03:00:42,125.679,10
Svalbard,10/09/2023 02:58:50,10/09/2023 03:00:28,98.256,0
Svalbard,10/09/2023 02:59:21,10/09/2023 02:59:56,34.601,-10
Svalbard,10/09/2023 04:37:20,10/09/2023 04:39:10,110.83,20
Fairbanks,10/09/2023 04:47:09,10/09/2023 04:49:13,123.09,10
Fairbanks,10/09/2023 04:47:12,10/09/2023 04:48:31,78.927,20
Fairbanks,10/09/2023 04:47:16,10/09/2023 04:49:08,112.579,0
Fairbanks,10/09/2023 04:47:31,10/09/2023 04:48:54,83.324,-10
Troll,10/09/2023 08:51:58,10/09/2023 08:53:10,71.768,10
Punta Arenas,10/09/2023 12:15:43,10/09/2023 12:17:26,103.133,20
Troll,10/09/2023 13:43:16,10/09/2023 13:44:31,74.952,20
Fairbanks,10/09/2023 14:28:19,10/09/2023 14:30:21,122.498,-10
Fairbanks,10/09/2023 14:28:22,10/09/2023 14:30:17,114.367,-20
Fairbanks,10/09/2023 14:29:22,10/09/2023 14:30:18,55.321,0
Troll,10/09/2023 15:20:18,10/09/2023 15:20:35,17.018,10
Troll,10/09/2023 15:20:44,10/09/2023 15:21:58,74.198,0
Svalbard,10/09/2023 17:55:49,10/09/2023 17:58:16,146.831,20
Svalbard,10/09/2023 17:56:29,10/09/2023 17:57:38,69.366,10
Svalbard,10/09/2023 19:34:28,10/09/2023 19:36:26,118.087,0
Svalbard,10/09/2023 19:34:28,10/09/2023 19:36:25,117.125,10
Svalbard,10/09/2023 19:34:36,10/09/2023 19:36:18,102.434,-10
Svalbard,10/09/2023 19:34:55,10/09/2023 19:35:59,63.694,-20
Svalbard,10/09/2023 21:12:14,10/09/2023 21:14:35,140.591,-20
Svalbard,10/09/2023 21:13:39,10/09/2023 21:14:25,46.1,-10
Punta Arenas,10/09/2023 21:50:33,10/09/2023 21:51:14,40.508,0
Punta Arenas,10/09/2023 21:50:51,10/09/2023 21:52:13,82.387,-10
Svalbard,10/09/2023 22:49:54,10/09/2023 22:52:22,147.972,-20
Svalbard,10/10/2023 00:27:38,10/10/2023 00:30:01,143.468,-20
Svalbard,10/10/2023 00:29:43,10/10/2023 00:29:50,6.677,-10
Svalbard,10/10/2023 02:05:45,10/10/2023 02:07:44,119.023,0
Svalbard,10/10/2023 02:05:49,10/10/2023 02:07:41,112.236,-10
Svalbard,10/10/2023 02:06:01,10/10/2023 02:07:28,86.738,-20
Svalbard,10/10/2023 02:06:42,10/10/2023 02:07:40,57.668,10
Svalbard,10/10/2023 03:43:50,10/10/2023 03:46:19,149.669,20
Svalbard,10/10/2023 03:44:16,10/10/2023 03:45:52,96.61,10
Fairbanks,10/10/2023 03:54:12,10/10/2023 03:56:06,114.62,20
Fairbanks,10/10/2023 05:32:11,10/10/2023 05:34:37,145.676,-20
Troll,10/10/2023 07:59:29,10/10/2023 08:00:24,54.681,-10
Troll,10/10/2023 09:36:36,10/10/2023 09:38:25,109.389,20
Punta Arenas,10/10/2023 11:23:40,10/10/2023 11:24:43,62.685,-20
Troll,10/10/2023 14:27:36,10/10/2023 14:29:35,119.29,20
Fairbanks,10/10/2023 15:13:26,10/10/2023 15:15:54,148.4,20
Fairbanks,10/10/2023 15:13:43,10/10/2023 15:15:34,110.637,10
Fairbanks,10/10/2023 15:14:27,10/10/2023 15:14:49,22.029,0
Troll,10/10/2023 16:05:49,10/10/2023 16:07:14,85.297,-20
Svalbard,10/10/2023 17:03:11,10/10/2023 17:04:29,77.65,20
Svalbard,10/10/2023 18:41:19,10/10/2023 18:43:41,142.223,20
Svalbard,10/10/2023 18:41:29,10/10/2023 18:43:31,122.373,10
Svalbard,10/10/2023 18:41:50,10/10/2023 18:43:11,80.308,0
Svalbard,10/10/2023 20:19:39,10/10/2023 20:21:42,123.366,-10
Svalbard,10/10/2023 20:19:42,10/10/2023 20:21:40,117.465,-20
Svalbard,10/10/2023 20:19:44,10/10/2023 20:21:37,112.336,0
Svalbard,10/10/2023 21:57:17,10/10/2023 21:59:44,146.701,-20
Svalbard,10/10/2023 23:34:57,10/10/2023 23:37:25,147.625,-20
Svalbard,10/11/2023 01:12:52,10/11/2023 01:15:02,129.883,-20
Svalbard,10/11/2023 01:12:55,10/11/2023 01:15:00,125.261,-10
Svalbard,10/11/2023 02:51:00,10/11/2023 02:53:06,125.781,10
Svalbard,10/11/2023 02:51:08,10/11/2023 02:53:08,119.956,20
Svalbard,10/11/2023 02:51:10,10/11/2023 02:52:55,104.679,0
Svalbard,10/11/2023 02:51:33,10/11/2023 02:52:32,58.198,-10
Svalbard,10/11/2023 04:29:35,10/11/2023 04:31:37,122.099,20
Fairbanks,10/11/2023 04:39:29,10/11/2023 04:41:40,131.271,20
Fairbanks,10/11/2023 04:39:33,10/11/2023 04:41:38,125.186,10
Fairbanks,10/11/2023 04:39:45,10/11/2023 04:41:27,101.198,0
Fairbanks,10/11/2023 04:40:13,10/11/2023 04:41:01,48.124,-10
Troll,10/11/2023 08:44:17,10/11/2023 08:45:46,89.665,10
Punta Arenas,10/11/2023 12:08:06,10/11/2023 12:10:10,123.987,20
Troll,10/11/2023 13:35:55,10/11/2023 13:36:49,53.974,20
Fairbanks,10/11/2023 14:20:40,10/11/2023 14:22:49,128.761,-20
Fairbanks,10/11/2023 14:20:57,10/11/2023 14:22:48,111.176,-10
Troll,10/11/2023 15:12:48,10/11/2023 15:13:47,59.633,10
Troll,10/11/2023 15:13:23,10/11/2023 15:14:12,49.242,0
Svalbard,10/11/2023 17:48:13,10/11/2023 17:50:37,143.613,20
Svalbard,10/11/2023 17:49:04,10/11/2023 17:49:47,43.294,10
Svalbard,10/11/2023 19:26:50,10/11/2023 19:28:51,120.298,10
Svalbard,10/11/2023 19:26:53,10/11/2023 19:28:49,116.529,0
Svalbard,10/11/2023 19:27:03,10/11/2023 19:28:39,95.567,-10
Svalbard,10/11/2023 19:27:29,10/11/2023 19:28:14,45.156,-20
Svalbard,10/11/2023 21:04:41,10/11/2023 21:07:00,138.66,-20
Svalbard,10/11/2023 21:04:49,10/11/2023 21:06:52,123.281,-10
Punta Arenas,10/11/2023 21:42:52,10/11/2023 21:43:17,25.281,10
Punta Arenas,10/11/2023 21:43:10,10/11/2023 21:44:39,88.94,0
Svalbard,10/11/2023 22:42:20,10/11/2023 22:44:48,147.884,-20
Svalbard,10/12/2023 00:20:03,10/12/2023 00:22:28,144.515,-20
Svalbard,10/12/2023 00:22:13,10/12/2023 00:22:15,1.788,-10
Svalbard,10/12/2023 01:58:10,10/12/2023 02:00:09,118.39,0
Svalbard,10/12/2023 01:58:11,10/12/2023 02:00:07,115.997,-10
Svalbard,10/12/2023 01:58:21,10/12/2023 01:59:57,95.86,-20
Svalbard,10/12/2023 03:36:13,10/12/2023 03:38:42,149.409,20
Svalbard,10/12/2023 03:36:34,10/12/2023 03:38:20,105.788,10
Fairbanks,10/12/2023 03:46:50,10/12/2023 03:48:11,81.354,20
Fairbanks,10/12/2023 05:24:40,10/12/2023 05:27:00,140.11,-20
Fairbanks,10/12/2023 05:24:48,10/12/2023 05:26:01,72.353,-10
Troll,10/12/2023 07:51:43,10/12/2023 07:53:01,78.416,-10
Troll,10/12/2023 09:28:59,10/12/2023 09:30:59,119.964,20
Troll,10/12/2023 14:20:07,10/12/2023 14:22:12,124.84,20
Fairbanks,10/12/2023 15:05:52,10/12/2023 15:08:15,143.175,20
Fairbanks,10/12/2023 15:06:02,10/12/2023 15:08:03,121.141,10
Fairbanks,10/12/2023 15:06:24,10/12/2023 15:07:39,75.728,0
Troll,10/12/2023 15:58:04,10/12/2023 15:58:29,25.435,-10
Troll,10/12/2023 15:58:26,10/12/2023 15:59:27,61.34,-20
Svalbard,10/12/2023 16:55:48,10/12/2023 16:56:34,45.866,20
Svalbard,10/12/2023 18:33:40,10/12/2023 18:36:05,145.319,20
Svalbard,10/12/2023 18:33:54,10/12/2023 18:35:53,119.005,10
Svalbard,10/12/2023 18:34:21,10/12/2023 18:35:27,66.041,0
Svalbard,10/12/2023 20:12:05,10/12/2023 20:14:07,121.77,-10
Svalbard,10/12/2023 20:12:08,10/12/2023 20:14:03,114.732,0
Svalbard,10/12/2023 20:12:10,10/12/2023 20:14:02,111.88,-20
Svalbard,10/12/2023 21:49:43,10/12/2023 21:52:10,146.155,-20
Svalbard,10/12/2023 23:27:24,10/12/2023 23:29:51,147.721,-20
Svalbard,10/13/2023 01:05:16,10/13/2023 01:07:29,133.063,-20
Svalbard,10/13/2023 01:05:21,10/13/2023 01:07:26,125.014,-10
Svalbard,10/13/2023 02:43:24,10/13/2023 02:45:29,125.001,10
Svalbard,10/13/2023 02:43:32,10/13/2023 02:45:21,109.618,0
Svalbard,10/13/2023 02:43:45,10/13/2023 02:45:29,103.651,20
Svalbard,10/13/2023 02:43:50,10/13/2023 02:45:03,73.268,-10
Svalbard,10/13/2023 04:21:52,10/13/2023 04:24:03,130.817,20
Fairbanks,10/13/2023 04:31:47,10/13/2023 04:34:09,141.461,20
Fairbanks,10/13/2023 04:31:58,10/13/2023 04:34:00,122.115,10
Fairbanks,10/13/2023 04:32:19,10/13/2023 04:33:40,80.9,0
Troll,10/13/2023 08:36:37,10/13/2023 08:38:20,102.892,10
Punta Arenas,10/13/2023 12:01:01,10/13/2023 12:01:58,56.36,10
Punta Arenas,10/13/2023 12:01:43,10/13/2023 12:02:45,62.176,20
Troll,10/13/2023 13:28:44,10/13/2023 13:28:58,13.857,20
Fairbanks,10/13/2023 14:13:01,10/13/2023 14:15:20,138.85,-20
Fairbanks,10/13/2023 14:14:16,10/13/2023 14:15:13,56.783,-10
Troll,10/13/2023 15:05:18,10/13/2023 15:06:40,81.55,10
Fairbanks,10/13/2023 15:51:55,10/13/2023 15:53:07,72.673,20
Svalbard,10/13/2023 17:40:37,10/13/2023 17:42:56,138.975,20
Svalbard,10/13/2023 19:19:13,10/13/2023 19:21:16,122.779,10
Svalbard,10/13/2023 19:19:18,10/13/2023 19:21:12,114.089,0
Svalbard,10/13/2023 19:19:27,10/13/2023 19:21:02,94.799,20
Svalbard,10/13/2023 19:19:32,10/13/2023 19:20:59,87.136,-10
Svalbard,10/13/2023 20:57:08,10/13/2023 20:59:24,136.39,-20
Svalbard,10/13/2023 20:57:14,10/13/2023 20:59:18,124.153,-10
Punta Arenas,10/13/2023 21:35:24,10/13/2023 21:36:41,77.357,10
Punta Arenas,10/13/2023 21:35:59,10/13/2023 21:36:49,49.975,0
Svalbard,10/13/2023 22:34:47,10/13/2023 22:37:14,147.787,-20
Svalbard,10/14/2023 00:12:29,10/14/2023 00:14:55,145.356,-20
Svalbard,10/14/2023 01:50:35,10/14/2023 01:52:34,118.986,-10
Svalbard,10/14/2023 01:50:36,10/14/2023 01:52:33,117.152,0
Svalbard,10/14/2023 01:50:42,10/14/2023 01:52:26,103.607,-20
Svalbard,10/14/2023 03:28:36,10/14/2023 03:31:04,148.192,20
Svalbard,10/14/2023 03:28:53,10/14/2023 03:30:46,112.726,10
Svalbard,10/14/2023 03:29:31,10/14/2023 03:30:07,35.86,0
Fairbanks,10/14/2023 05:17:11,10/14/2023 05:19:21,130.757,-20
Fairbanks,10/14/2023 05:17:13,10/14/2023 05:19:17,124.657,-10
Troll,10/14/2023 07:44:32,10/14/2023 07:45:03,30.914,-20
Troll,10/14/2023 07:45:28,10/14/2023 07:45:35,7.202,-10
Troll,10/14/2023 09:21:23,10/14/2023 09:23:32,128.924,20
Troll,10/14/2023 14:12:39,10/14/2023 14:14:46,126.853,20
Fairbanks,10/14/2023 14:58:23,10/14/2023 15:00:29,125.206,10
Fairbanks,10/14/2023 14:58:35,10/14/2023 15:00:34,119.036,20
Fairbanks,10/14/2023 14:58:36,10/14/2023 15:00:14,98.345,0
Fairbanks,10/14/2023 14:59:06,10/14/2023 14:59:43,36.635,-10
Troll,10/14/2023 15:50:36,10/14/2023 15:51:34,58.156,-10
Troll,10/14/2023 15:51:17,10/14/2023 15:51:27,10.176,-20
Svalbard,10/14/2023 18:26:02,10/14/2023 18:28:30,147.604,20
Svalbard,10/14/2023 18:26:19,10/14/2023 18:28:13,114.224,10
Svalbard,10/14/2023 18:26:54,10/14/2023 18:27:39,44.546,0
Svalbard,10/14/2023 20:04:31,10/14/2023 20:06:31,119.593,-10
Svalbard,10/14/2023 20:04:32,10/14/2023 20:06:29,116.626,0
Svalbard,10/14/2023 20:04:38,10/14/2023 20:06:24,105.453,-20
Svalbard,10/14/2023 21:42:10,10/14/2023 21:44:36,145.478,-20
Svalbard,10/14/2023 23:19:50,10/14/2023 23:22:18,147.782,-20
Svalbard,10/15/2023 00:57:41,10/15/2023 00:59:57,135.793,-20
Svalbard,10/15/2023 00:57:47,10/15/2023 00:59:51,124.438,-10
Svalbard,10/15/2023 02:35:49,10/15/2023 02:37:52,123.416,10
Svalbard,10/15/2023 02:35:54,10/15/2023 02:37:47,113.329,0
Svalbard,10/15/2023 02:36:08,10/15/2023 02:37:32,84.547,-10
Svalbard,10/15/2023 02:36:24,10/15/2023 02:37:49,85.544,20
Svalbard,10/15/2023 04:14:11,10/15/2023 04:16:28,137.507,20
Fairbanks,10/15/2023 04:24:08,10/15/2023 04:26:35,147.418,20
Fairbanks,10/15/2023 04:24:26,10/15/2023 04:26:19,112.881,10
Fairbanks,10/15/2023 04:25:04,10/15/2023 04:25:43,39.334,0
Troll,10/15/2023 10:07:04,10/15/2023 10:07:33,29.136,20
Punta Arenas,10/15/2023 11:53:21,10/15/2023 11:54:48,86.609,10
Fairbanks,10/15/2023 14:05:24,10/15/2023 14:07:49,145.086,-20
Fairbanks,10/15/2023 14:07:23,10/15/2023 14:07:36,13.285,-10
Troll,10/15/2023 14:57:51,10/15/2023 14:59:27,96.141,10
Fairbanks,10/15/2023 15:43:58,10/15/2023 15:45:48,110.069,20
Svalbard,10/15/2023 17:33:02,10/15/2023 17:35:15,132.702,20
Svalbard,10/15/2023 19:11:36,10/15/2023 19:13:41,124.532,10
Svalbard,10/15/2023 19:11:38,10/15/2023 19:13:39,121.354,20
Svalbard,10/15/2023 19:11:44,10/15/2023 19:13:34,110.642,0
Svalbard,10/15/2023 19:12:01,10/15/2023 19:13:18,76.567,-10
Svalbard,10/15/2023 20:49:35,10/15/2023 20:51:49,133.739,-20
Svalbard,10/15/2023 20:49:39,10/15/2023 20:51:44,124.764,-10
Punta Arenas,10/15/2023 21:27:32,10/15/2023 21:28:32,59.476,20
Punta Arenas,10/15/2023 21:28:03,10/15/2023 21:29:37,93.206,10
Svalbard,10/15/2023 22:27:13,10/15/2023 22:29:41,147.674,-20
Svalbard,10/16/2023 00:04:55,10/16/2023 00:07:21,146.024,-20
Svalbard,10/16/2023 01:42:59,10/16/2023 01:45:00,121.297,-10
Svalbard,10/16/2023 01:43:02,10/16/2023 01:44:57,115.357,0
Svalbard,10/16/2023 01:43:04,10/16/2023 01:44:54,110.27,-20
Svalbard,10/16/2023 03:21:00,10/16/2023 03:23:26,146.089,20
Svalbard,10/16/2023 03:21:14,10/16/2023 03:23:11,117.89,10
Svalbard,10/16/2023 03:21:42,10/16/2023 03:22:43,61.16,0
Svalbard,10/16/2023 05:00:41,10/16/2023 05:01:11,30.577,20
Fairbanks,10/16/2023 05:09:39,10/16/2023 05:11:42,123.006,-10
Fairbanks,10/16/2023 05:09:43,10/16/2023 05:11:40,117.238,-20
Fairbanks,10/16/2023 05:09:44,10/16/2023 05:11:33,109.421,0
Troll,10/16/2023 07:36:39,10/16/2023 07:37:47,67.742,-20
Troll,10/16/2023 09:14:06,10/16/2023 09:15:55,108.252,20
Troll,10/16/2023 14:05:12,10/16/2023 14:07:10,117.653,20
Fairbanks,10/16/2023 14:50:48,10/16/2023 14:52:52,123.979,10
Fairbanks,10/16/2023 14:50:54,10/16/2023 14:52:45,111.056,0
Fairbanks,10/16/2023 14:51:09,10/16/2023 14:52:28,78.446,-10
Fairbanks,10/16/2023 14:51:31,10/16/2023 14:52:51,79.644,20
Troll,10/16/2023 15:43:10,10/16/2023 15:44:24,73.78,-10
Svalbard,10/16/2023 18:18:24,10/16/2023 18:20:53,149.019,20
Svalbard,10/16/2023 18:18:45,10/16/2023 18:20:33,107.755,10
Svalbard,10/16/2023 19:56:57,10/16/2023 19:58:55,117.978,0
Svalbard,10/16/2023 19:56:57,10/16/2023 19:58:54,116.763,-10
Svalbard,10/16/2023 19:57:07,10/16/2023 19:58:45,98.005,-20
Svalbard,10/16/2023 19:57:30,10/16/2023 19:58:26,55.462,10
Svalbard,10/16/2023 21:34:37,10/16/2023 21:37:01,144.638,-20
Svalbard,10/16/2023 21:36:30,10/16/2023 21:36:48,17.74,-10
Svalbard,10/16/2023 23:12:17,10/16/2023 23:14:44,147.823,-20
Svalbard,10/17/2023 00:50:05,10/17/2023 00:52:23,138.122,-20
Svalbard,10/17/2023 00:50:13,10/17/2023 00:52:16,123.58,-10
Svalbard,10/17/2023 02:28:14,10/17/2023 02:30:15,121.084,10
Svalbard,10/17/2023 02:28:17,10/17/2023 02:30:13,115.99,0
Svalbard,10/17/2023 02:28:28,10/17/2023 02:30:01,93.462,-10
Svalbard,10/17/2023 02:28:55,10/17/2023 02:29:33,38.286,-20
Svalbard,10/17/2023 02:29:06,10/17/2023 02:30:10,63.407,20
Svalbard,10/17/2023 04:06:30,10/17/2023 04:08:52,142.503,20
Svalbard,10/17/2023 04:07:25,10/17/2023 04:07:56,31.438,10
Fairbanks,10/17/2023 04:16:30,10/17/2023 04:18:59,148.9,20
Fairbanks,10/17/2023 04:16:58,10/17/2023 04:18:33,95.176,10
Troll,10/17/2023 08:21:54,10/17/2023 08:22:50,56.502,0
Troll,10/17/2023 09:59:18,10/17/2023 10:00:18,60.052,20
Punta Arenas,10/17/2023 11:45:50,10/17/2023 11:46:57,66.936,0
Fairbanks,10/17/2023 13:58:48,10/17/2023 14:00:17,89.179,-20
Troll,10/17/2023 14:50:25,10/17/2023 14:51:51,86.034,10
Fairbanks,10/17/2023 15:36:09,10/17/2023 15:38:20,130.869,20
Svalbard,10/17/2023 17:25:28,10/17/2023 17:27:32,124.488,20
Svalbard,10/17/2023 19:03:58,10/17/2023 19:06:06,127.501,20
Svalbard,10/17/2023 19:04:00,10/17/2023 19:06:05,125.495,10
Svalbard,10/17/2023 19:04:10,10/17/2023 19:05:56,106.019,0
Svalbard,10/17/2023 19:04:32,10/17/2023 19:05:34,62.728,-10
Svalbard,10/17/2023 20:42:02,10/17/2023 20:44:13,130.653,-20
Svalbard,10/17/2023 20:42:05,10/17/2023 20:44:10,125.063,-10
Punta Arenas,10/17/2023 21:20:04,10/17/2023 21:21:39,95.743,20
Punta Arenas,10/17/2023 21:21:04,10/17/2023 21:21:32,28.216,10
Svalbard,10/17/2023 22:19:40,10/17/2023 22:22:07,147.532,-20
Svalbard,10/17/2023 23:57:21,10/17/2023 23:59:48,146.549,-20
Svalbard,10/18/2023 01:35:23,10/18/2023 01:37:26,123.005,-10
Svalbard,10/18/2023 01:35:26,10/18/2023 01:37:22,116.045,-20
Svalbard,10/18/2023 01:35:29,10/18/2023 01:37:21,111.774,0
Svalbard,10/18/2023 03:13:25,10/18/2023 03:15:48,143.165,20
Svalbard,10/18/2023 03:13:35,10/18/2023 03:15:36,121.578,10
Svalbard,10/18/2023 03:13:57,10/18/2023 03:15:14,76.819,0
Svalbard,10/18/2023 04:52:41,10/18/2023 04:53:52,70.422,20
Fairbanks,10/18/2023 05:02:06,10/18/2023 05:04:04,117.586,0
Fairbanks,10/18/2023 05:02:08,10/18/2023 05:04:04,116.752,-10
Fairbanks,10/18/2023 05:02:14,10/18/2023 05:03:12,58.923,10
Fairbanks,10/18/2023 05:02:17,10/18/2023 05:03:56,98.495,-20
Troll,10/18/2023 07:30:08,10/18/2023 07:30:23,14.328,-20
Troll,10/18/2023 13:57:46,10/18/2023 13:59:33,106.817,20
Fairbanks,10/18/2023 14:43:15,10/18/2023 14:45:12,117.305,0
Fairbanks,10/18/2023 14:43:23,10/18/2023 14:45:03,100.019,-10
Fairbanks,10/18/2023 14:43:30,10/18/2023 14:45:14,103.249,10
Fairbanks,10/18/2023 14:43:44,10/18/2023 14:44:42,58.194,-20
Troll,10/18/2023 15:35:20,10/18/2023 15:35:40,19.747,0
Troll,10/18/2023 15:35:49,10/18/2023 15:36:37,47.148,-10
Svalbard,10/18/2023 18:10:47,10/18/2023 18:13:16,149.493,20
Svalbard,10/18/2023 18:11:12,10/18/2023 18:12:51,99.186,10
Svalbard,10/18/2023 19:49:21,10/18/2023 19:51:20,118.742,0
Svalbard,10/18/2023 19:49:24,10/18/2023 19:51:17,113.19,-10
Svalbard,10/18/2023 19:49:26,10/18/2023 19:51:14,107.954,10
Svalbard,10/18/2023 19:49:36,10/18/2023 19:51:05,89.278,-20
Svalbard,10/18/2023 21:27:03,10/18/2023 21:29:27,143.604,-20
Svalbard,10/18/2023 21:27:15,10/18/2023 21:29:15,119.081,-10
Punta Arenas,10/18/2023 22:05:27,10/18/2023 22:05:58,30.32,-20
Svalbard,10/18/2023 23:04:43,10/18/2023 23:07:11,147.851,-20
Svalbard,10/19/2023 00:42:30,10/19/2023 00:44:50,140.098,-20
Svalbard,10/19/2023 00:42:39,10/19/2023 00:44:42,122.489,-10
Svalbard,10/19/2023 02:20:40,10/19/2023 02:22:38,117.737,0
Svalbard,10/19/2023 02:20:40,10/19/2023 02:22:38,118.054,10
Svalbard,10/19/2023 02:20:48,10/19/2023 02:22:29,100.688,-10
Svalbard,10/19/2023 02:21:09,10/19/2023 02:22:08,59.31,-20
Svalbard,10/19/2023 03:58:50,10/19/2023 04:01:16,146.034,20
Svalbard,10/19/2023 03:59:31,10/19/2023 04:00:34,63.408,10
Fairbanks,10/19/2023 04:08:55,10/19/2023 04:11:20,145.376,20
Fairbanks,10/19/2023 04:09:38,10/19/2023 04:10:39,61.546,10
Fairbanks,10/19/2023 05:47:00,10/19/2023 05:47:54,53.464,-20
Troll,10/19/2023 08:14:09,10/19/2023 08:15:28,78.77,0
Troll,10/19/2023 09:51:37,10/19/2023 09:52:57,79.598,20
Punta Arenas,10/19/2023 11:38:29,10/19/2023 11:39:10,40.981,-10
Punta Arenas,10/19/2023 11:39:17,10/19/2023 11:39:41,23.641,0
Fairbanks,10/19/2023 13:51:50,10/19/2023 13:52:43,53.362,-20
Troll,10/19/2023 14:43:02,10/19/2023 14:44:09,66.753,10
Fairbanks,10/19/2023 15:28:26,10/19/2023 15:30:49,142.746,20
Fairbanks,10/19/2023 15:29:16,10/19/2023 15:29:56,40.095,10
Svalbard,10/19/2023 17:17:54,10/19/2023 17:19:48,113.873,20
Svalbard,10/19/2023 18:56:19,10/19/2023 18:58:32,132.97,20
Svalbard,10/19/2023 18:56:23,10/19/2023 18:58:29,125.598,10
Svalbard,10/19/2023 18:56:37,10/19/2023 18:58:17,99.994,0
Svalbard,10/19/2023 18:57:06,10/19/2023 18:57:48,42.456,-10
Svalbard,10/19/2023 20:34:30,10/19/2023 20:36:37,127.085,-20
Svalbard,10/19/2023 20:34:30,10/19/2023 20:36:35,125.003,-10
